15:01:16:113 [Information Program] Boiling, You're just a miserable copy of me!
02:10:21:184 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.545802E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:21:685 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.563645E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:22:183 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.567569E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:22:712 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568433E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:23:209 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568623E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:23:674 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568665E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:24:146 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568675E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:24:603 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568676E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:25:073 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568677E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:25:550 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568676E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:26:016 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568677E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:26:480 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568676E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:26:988 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 1.568676E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:47:365 [Information Program] Boiling, You're just a miserable copy of me!
02:10:47:393 [Fatal Program] No, I'm the upgrade!
02:10:48:322 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 6.091236E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:48:851 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 3.108498E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:49:427 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 3.183515E-005, expected: 1.000000E-015. Max iterations: 1000
02:10:49:945 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 3.183544E-005, expected: 1.000000E-015. Max iterations: 1000
02:11:01:880 [Information Program] Boiling, You're just a miserable copy of me!
02:11:01:908 [Fatal Program] No, I'm the upgrade!
02:11:02:860 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 6.546890E-001, expected: 1.000000E-015. Max iterations: 1000
02:11:03:600 [Warning SharpMath.EquationsSystem.Solver.LocalOptimalScheme] LOS run out of iterations. residual: 3.439170E-001, expected: 1.000000E-015. Max iterations: 1000
02:11:52:533 [Information Program] Boiling, You're just a miserable copy of me!
02:11:52:558 [Fatal Program] No, I'm the upgrade!
02:12:33:973 [Information Program] Boiling, You're just a miserable copy of me!
02:12:34:004 [Fatal Program] No, I'm the upgrade!
02:13:09:508 [Information Program] Boiling, You're just a miserable copy of me!
02:13:09:536 [Fatal Program] No, I'm the upgrade!
02:21:39:067 [Information Program] Boiling, You're just a miserable copy of me!
02:21:39:092 [Fatal Program] No, I'm the upgrade!
